withdrawal_id,case_id,transaction_id,account_id,amount,timestamp,atm_id,latitude,longitude,withdrawal_status,source_type
WDR-0000068,CASE-00064,TXN-0000549,ACC-00129,60194,2026-01-04T13:22:00.000Z,ATM-106,11.113057,76.983507,SUCCESS,SYNTHETIC
WDR-0000069,CASE-00064,TXN-0000549,ACC-00129,61621,2026-01-04T13:55:00.000Z,ATM-066,16.551421,80.693841,SUCCESS,SYNTHETIC
WDR-0000070,CASE-00066,TXN-0000562,ACC-00866,48467,2026-01-03T18:26:00.000Z,ATM-007,13.136762,80.22824,SUCCESS,SYNTHETIC
WDR-0000071,CASE-00066,TXN-0000562,ACC-00866,63473,2026-01-03T19:28:00.000Z,ATM-111,17.485307,78.570182,SUCCESS,SYNTHETIC
WDR-0000072,CASE-00072,TXN-0000603,ACC-00945,28571,2026-01-04T04:11:00.000Z,ATM-073,13.059524,80.25627,FAILED,SYNTHETIC
WDR-0000073,CASE-00072,TXN-0000603,ACC-00945,31009,2026-01-04T05:14:00.000Z,ATM-040,11.002278,76.97306,SUCCESS,SYNTHETIC
WDR-0000074,CASE-00073,TXN-0000611,ACC-00957,20624,2026-01-04T03:16:00.000Z,ATM-084,16.465235,80.547331,SUCCESS,SYNTHETIC
WDR-0000075,CASE-00073,TXN-0000611,ACC-00957,20460,2026-01-04T04:19:00.000Z,ATM-032,12.940898,77.590579,SUCCESS,SYNTHETIC
WDR-0000076,CASE-00078,TXN-0000649,ACC-01022,27701,2026-01-04T06:42:00.000Z,ATM-019,12.980937,80.172006,SUCCESS,SYNTHETIC
WDR-0000077,CASE-00078,TXN-0000649,ACC-01022,21778,2026-01-04T07:57:00.000Z,ATM-067,13.036828,80.221307,SUCCESS,SYNTHETIC
WDR-0000078,CASE-00079,TXN-0000657,ACC-00159,36945,2026-01-05T11:00:00.000Z,ATM-030,16.603505,80.568206,SUCCESS,SYNTHETIC
WDR-0000079,CASE-00079,TXN-0000657,ACC-00159,34884,2026-01-05T12:12:00.000Z,ATM-031,12.997107,80.164185,SUCCESS,SYNTHETIC
WDR-0000080,CASE-00079,TXN-0000657,ACC-00159,33460,2026-01-05T13:28:00.000Z,ATM-017,18.517703,73.924685,SUCCESS,SYNTHETIC
WDR-0000081,CASE-00081,TXN-0000671,ACC-01061,18464,2026-01-04T09:56:00.000Z,ATM-052,11.120804,76.885047,SUCCESS,SYNTHETIC
WDR-0000082,CASE-00081,TXN-0000671,ACC-01061,13820,2026-01-04T10:22:00.000Z,ATM-065,18.450885,73.757144,SUCCESS,SYNTHETIC
WDR-0000083,CASE-00083,TXN-0000689,ACC-01087,25365,2026-01-04T13:00:00.000Z,ATM-074,12.953638,77.63555,SUCCESS,SYNTHETIC
WDR-0000084,CASE-00083,TXN-0000689,ACC-01087,25531,2026-01-04T14:10:00.000Z,ATM-075,17.362673,78.450647,SUCCESS,SYNTHETIC
WDR-0000085,CASE-00083,TXN-0000689,ACC-01087,26037,2026-01-04T14:57:00.000Z,ATM-102,16.580335,80.725652,SUCCESS,SYNTHETIC
WDR-0000086,CASE-00089,TXN-0000737,ACC-00179,16670,2026-01-05T06:00:00.000Z,ATM-020,12.984052,77.61588,SUCCESS,SYNTHETIC
WDR-0000087,CASE-00089,TXN-0000737,ACC-00179,17061,2026-01-05T06:14:00.000Z,ATM-034,10.923868,77.004112,SUCCESS,SYNTHETIC
WDR-0000088,CASE-00090,TXN-0000743,ACC-00181,56892,2026-01-04T18:45:00.000Z,ATM-031,12.997107,80.164185,SUCCESS,SYNTHETIC
WDR-0000089,CASE-00090,TXN-0000743,ACC-00181,50824,2026-01-04T18:56:00.000Z,ATM-032,12.940898,77.590579,SUCCESS,SYNTHETIC
WDR-0000090,CASE-00090,TXN-0000743,ACC-00181,54396,2026-01-04T20:12:00.000Z,ATM-060,16.586214,80.619336,SUCCESS,SYNTHETIC
WDR-0000091,CASE-00094,TXN-0000779,ACC-01230,4046,2026-01-06T15:00:00.000Z,ATM-075,17.362673,78.450647,SUCCESS,SYNTHETIC
WDR-0000092,CASE-00094,TXN-0000779,ACC-01230,5833,2026-01-06T15:45:00.000Z,ATM-049,13.145607,80.359751,SUCCESS,SYNTHETIC
WDR-0000093,CASE-00095,TXN-0000789,ACC-01243,48365,2026-01-04T23:59:00.000Z,ATM-086,12.967538,77.568185,SUCCESS,SYNTHETIC
WDR-0000094,CASE-00095,TXN-0000789,ACC-01243,45642,2026-01-05T01:08:00.000Z,ATM-115,13.036717,80.257717,SUCCESS,SYNTHETIC
WDR-0000095,CASE-00098,TXN-0000816,ACC-01282,37937,2026-01-05T03:47:00.000Z,ATM-119,18.524317,73.84428,SUCCESS,SYNTHETIC
WDR-0000096,CASE-00098,TXN-0000816,ACC-01282,29912,2026-01-05T04:12:00.000Z,ATM-120,16.499386,80.638993,SUCCESS,SYNTHETIC
WDR-0000097,CASE-00098,TXN-0000816,ACC-01282,25558,2026-01-05T05:38:00.000Z,ATM-087,17.431651,78.577478,SUCCESS,SYNTHETIC
WDR-0000098,CASE-00099,TXN-0000826,ACC-01295,21441,2026-01-06T09:00:00.000Z,ATM-010,10.907645,76.949372,SUCCESS,SYNTHETIC
WDR-0000099,CASE-00099,TXN-0000826,ACC-01295,25654,2026-01-06T09:40:00.000Z,ATM-096,16.585286,80.723502,SUCCESS,SYNTHETIC
WDR-0000100,CASE-00100,TXN-0000834,ACC-00201,10624,2026-01-05T04:25:00.000Z,ATM-021,17.328938,78.518753,SUCCESS,SYNTHETIC
WDR-0000101,CASE-00100,TXN-0000834,ACC-00201,9452,2026-01-05T04:53:00.000Z,ATM-050,12.882201,77.589186,SUCCESS,SYNTHETIC
WDR-0000102,CASE-00102,TXN-0000854,ACC-01335,17261,2026-01-05T10:02:00.000Z,ATM-043,13.037646,80.259648,SUCCESS,SYNTHETIC
WDR-0000103,CASE-00102,TXN-0000854,ACC-01335,15843,2026-01-05T11:28:00.000Z,ATM-106,11.113057,76.983507,SUCCESS,SYNTHETIC
WDR-0000104,CASE-00106,TXN-0000890,ACC-01386,8604,2026-01-05T10:50:00.000Z,ATM-087,17.431651,78.577478,SUCCESS,SYNTHETIC
WDR-0000105,CASE-00106,TXN-0000890,ACC-01386,8192,2026-01-05T11:57:00.000Z,ATM-096,16.585286,80.723502,SUCCESS,SYNTHETIC
WDR-0000106,CASE-00107,TXN-0000901,ACC-01400,36427,2026-01-05T13:34:00.000Z,ATM-098,12.876855,77.521846,SUCCESS,SYNTHETIC
WDR-0000107,CASE-00107,TXN-0000901,ACC-01400,42731,2026-01-05T14:15:00.000Z,ATM-033,17.409623,78.574603,SUCCESS,SYNTHETIC
WDR-0000108,CASE-00108,TXN-0000910,ACC-00012,25345,2026-01-05T12:25:00.000Z,ATM-109,12.977093,80.179511,FAILED,SYNTHETIC
WDR-0000109,CASE-00108,TXN-0000910,ACC-00012,22900,2026-01-05T13:02:00.000Z,ATM-037,13.08717,80.341516,SUCCESS,SYNTHETIC
WDR-0000110,CASE-00109,TXN-0000921,ACC-00025,33693,2026-01-08T07:00:00.000Z,ATM-120,16.499386,80.638993,SUCCESS,SYNTHETIC
WDR-0000111,CASE-00109,TXN-0000921,ACC-00025,22844,2026-01-08T07:24:00.000Z,ATM-038,12.88813,77.70364,SUCCESS,SYNTHETIC
WDR-0000112,CASE-00111,TXN-0000940,ACC-00051,41499,2026-01-05T15:25:00.000Z,ATM-022,10.952892,76.912599,SUCCESS,SYNTHETIC
WDR-0000113,CASE-00111,TXN-0000940,ACC-00051,37224,2026-01-05T16:14:00.000Z,ATM-023,18.572897,73.935616,SUCCESS,SYNTHETIC
WDR-0000114,CASE-00111,TXN-0000940,ACC-00051,44252,2026-01-05T17:32:00.000Z,ATM-072,16.519612,80.602351,SUCCESS,SYNTHETIC
WDR-0000115,CASE-00118,TXN-0000998,ACC-00142,6296,2026-01-05T23:27:00.000Z,ATM-099,17.386439,78.525565,SUCCESS,SYNTHETIC
WDR-0000116,CASE-00118,TXN-0000998,ACC-00142,7251,2026-01-05T23:53:00.000Z,ATM-107,18.482853,73.932527,SUCCESS,SYNTHETIC
WDR-0000117,CASE-00119,TXN-0001006,ACC-00239,33188,2026-01-07T19:00:00.000Z,ATM-110,13.004084,77.6444,SUCCESS,SYNTHETIC
WDR-0000118,CASE-00119,TXN-0001006,ACC-00239,49015,2026-01-07T19:56:00.000Z,ATM-051,17.455829,78.405295,SUCCESS,SYNTHETIC
WDR-0000119,CASE-00120,TXN-0001015,ACC-00241,54148,2026-01-06T00:28:00.000Z,ATM-001,13.104943,80.259324,SUCCESS,SYNTHETIC
WDR-0000120,CASE-00120,TXN-0001015,ACC-00241,49012,2026-01-06T01:27:00.000Z,ATM-052,11.120804,76.885047,SUCCESS,SYNTHETIC
WDR-0000121,CASE-00122,TXN-0001032,ACC-00195,35081,2026-01-06T06:34:00.000Z,ATM-023,18.572897,73.935616,SUCCESS,SYNTHETIC
WDR-0000122,CASE-00122,TXN-0001032,ACC-00195,30311,2026-01-06T07:13:00.000Z,ATM-024,16.507959,80.582922,SUCCESS,SYNTHETIC
WDR-0000123,CASE-00122,TXN-0001032,ACC-00195,32758,2026-01-06T08:20:00.000Z,ATM-094,10.992522,76.965846,SUCCESS,SYNTHETIC
WDR-0000124,CASE-00126,TXN-0001063,ACC-00246,21650,2026-01-06T06:44:00.000Z,ATM-067,13.036828,80.221307,SUCCESS,SYNTHETIC
WDR-0000125,CASE-00126,TXN-0001063,ACC-00246,18531,2026-01-06T07:46:00.000Z,ATM-029,18.618022,73.84155,SUCCESS,SYNTHETIC
WDR-0000126,CASE-00129,TXN-0001090,ACC-00285,32236,2026-01-08T16:00:00.000Z,ATM-100,11.074176,77.06392,SUCCESS,SYNTHETIC
WDR-0000127,CASE-00129,TXN-0001090,ACC-00285,33756,2026-01-08T16:37:00.000Z,ATM-095,18.626988,73.85494,SUCCESS,SYNTHETIC
WDR-0000128,CASE-00130,TXN-0001099,ACC-00261,6795,2026-01-06T10:10:00.000Z,ATM-111,17.485307,78.570182,SUCCESS,SYNTHETIC
WDR-0000129,CASE-00130,TXN-0001099,ACC-00261,6129,2026-01-06T11:20:00.000Z,ATM-069,17.323597,78.595274,SUCCESS,SYNTHETIC
WDR-0000130,CASE-00132,TXN-0001119,ACC-00325,19303,2026-01-06T15:13:00.000Z,ATM-013,13.03143,80.174292,SUCCESS,SYNTHETIC
WDR-0000131,CASE-00132,TXN-0001119,ACC-00325,19839,2026-01-06T15:27:00.000Z,ATM-014,12.902452,77.65698,SUCCESS,SYNTHETIC
WDR-0000132,CASE-00132,TXN-0001119,ACC-00325,15769,2026-01-06T16:19:00.000Z,ATM-039,17.398816,78.578246,SUCCESS,SYNTHETIC
WDR-0000133,CASE-00134,TXN-0001132,ACC-00269,34841,2026-01-08T01:00:00.000Z,ATM-035,18.616071,73.807915,SUCCESS,SYNTHETIC
WDR-0000134,CASE-00134,TXN-0001132,ACC-00269,52172,2026-01-08T01:38:00.000Z,ATM-089,18.444311,73.937579,SUCCESS,SYNTHETIC
WDR-0000135,CASE-00135,TXN-0001138,ACC-00271,14051,2026-01-06T15:31:00.000Z,ATM-046,11.001816,76.965747,SUCCESS,SYNTHETIC
WDR-0000136,CASE-00135,TXN-0001138,ACC-00271,14973,2026-01-06T16:55:00.000Z,ATM-046,11.001816,76.965747,SUCCESS,SYNTHETIC
WDR-0000137,CASE-00136,TXN-0001148,ACC-00376,44289,2026-01-06T16:54:00.000Z,ATM-057,17.413359,78.571813,SUCCESS,SYNTHETIC
WDR-0000138,CASE-00136,TXN-0001148,ACC-00376,52443,2026-01-06T18:10:00.000Z,ATM-114,16.42681,80.548489,SUCCESS,SYNTHETIC
WDR-0000139,CASE-00138,TXN-0001163,ACC-00402,51560,2026-01-06T20:02:00.000Z,ATM-079,13.02449,80.23228,SUCCESS,SYNTHETIC
WDR-0000140,CASE-00138,TXN-0001163,ACC-00402,44873,2026-01-06T20:29:00.000Z,ATM-007,13.136762,80.22824,SUCCESS,SYNTHETIC
WDR-0000141,CASE-00140,TXN-0001179,ACC-00281,31264,2026-01-06T20:21:00.000Z,ATM-101,18.589915,73.885655,SUCCESS,SYNTHETIC
WDR-0000142,CASE-00140,TXN-0001179,ACC-00281,38285,2026-01-06T20:40:00.000Z,ATM-102,16.580335,80.725652,FAILED,SYNTHETIC
WDR-0000143,CASE-00140,TXN-0001179,ACC-00281,40392,2026-01-06T20:58:00.000Z,ATM-042,16.467251,80.698471,SUCCESS,SYNTHETIC
WDR-0000144,CASE-00141,TXN-0001189,ACC-00441,31747,2026-01-06T21:59:00.000Z,ATM-112,11.009374,77.001445,SUCCESS,SYNTHETIC
WDR-0000145,CASE-00141,TXN-0001189,ACC-00441,43349,2026-01-06T23:06:00.000Z,ATM-006,16.451183,80.732053,SUCCESS,SYNTHETIC
WDR-0000146,CASE-00147,TXN-0001243,ACC-00521,25130,2026-01-07T07:10:00.000Z,ATM-058,10.978603,77.020134,SUCCESS,SYNTHETIC
WDR-0000147,CASE-00147,TXN-0001243,ACC-00521,24955,2026-01-07T07:33:00.000Z,ATM-069,17.323597,78.595274,SUCCESS,SYNTHETIC
WDR-0000148,CASE-00153,TXN-0001289,ACC-00597,33202,2026-01-07T09:49:00.000Z,ATM-004,10.96691,76.983244,SUCCESS,SYNTHETIC
WDR-0000149,CASE-00153,TXN-0001289,ACC-00597,50108,2026-01-07T10:12:00.000Z,ATM-112,11.009374,77.001445,FAILED,SYNTHETIC
WDR-0000150,CASE-00154,TXN-0001299,ACC-00610,32646,2026-01-09T08:00:00.000Z,ATM-015,17.391674,78.382667,SUCCESS,SYNTHETIC
WDR-0000151,CASE-00154,TXN-0001299,ACC-00610,29484,2026-01-09T08:50:00.000Z,ATM-016,10.944861,77.031191,SUCCESS,SYNTHETIC
WDR-0000152,CASE-00155,TXN-0001309,ACC-00623,9130,2026-01-07T13:05:00.000Z,ATM-026,12.878033,77.629769,SUCCESS,SYNTHETIC
WDR-0000153,CASE-00155,TXN-0001309,ACC-00623,12597,2026-01-07T13:44:00.000Z,ATM-070,11.032717,77.063284,SUCCESS,SYNTHETIC
WDR-0000154,CASE-00156,TXN-0001318,ACC-00636,12115,2026-01-07T12:31:00.000Z,ATM-037,13.08717,80.341516,SUCCESS,SYNTHETIC
WDR-0000155,CASE-00156,TXN-0001318,ACC-00636,15265,2026-01-07T13:38:00.000Z,ATM-045,17.493683,78.572544,SUCCESS,SYNTHETIC
WDR-0000156,CASE-00160,TXN-0001349,ACC-00688,41913,2026-01-07T19:05:00.000Z,ATM-081,17.422245,78.425296,SUCCESS,SYNTHETIC
WDR-0000157,CASE-00160,TXN-0001349,ACC-00688,42017,2026-01-07T20:22:00.000Z,ATM-098,12.876855,77.521846,SUCCESS,SYNTHETIC
WDR-0000158,CASE-00164,TXN-0001379,ACC-00329,30941,2026-01-09T07:00:00.000Z,ATM-005,18.600804,73.85061,SUCCESS,SYNTHETIC
WDR-0000159,CASE-00164,TXN-0001379,ACC-00329,36336,2026-01-09T07:31:00.000Z,ATM-065,18.450885,73.757144,SUCCESS,SYNTHETIC
WDR-0000160,CASE-00165,TXN-0001388,ACC-00753,13045,2026-01-07T22:09:00.000Z,ATM-016,10.944861,77.031191,SUCCESS,SYNTHETIC
WDR-0000161,CASE-00165,TXN-0001388,ACC-00753,12432,2026-01-07T23:25:00.000Z,ATM-005,18.600804,73.85061,SUCCESS,SYNTHETIC
WDR-0000162,CASE-00166,TXN-0001398,ACC-00766,6698,2026-01-07T22:33:00.000Z,ATM-027,17.424769,78.529179,SUCCESS,SYNTHETIC
WDR-0000163,CASE-00166,TXN-0001398,ACC-00766,7112,2026-01-07T23:13:00.000Z,ATM-048,16.549479,80.606927,SUCCESS,SYNTHETIC
WDR-0000164,CASE-00167,TXN-0001410,ACC-00781,32277,2026-01-08T04:48:00.000Z,ATM-038,12.88813,77.70364,SUCCESS,SYNTHETIC
WDR-0000165,CASE-00167,TXN-0001410,ACC-00781,27180,2026-01-08T06:14:00.000Z,ATM-012,16.526511,80.544938,SUCCESS,SYNTHETIC
WDR-0000166,CASE-00168,TXN-0001420,ACC-00792,25405,2026-01-08T03:08:00.000Z,ATM-049,13.145607,80.359751,SUCCESS,SYNTHETIC
WDR-0000167,CASE-00168,TXN-0001420,ACC-00792,22696,2026-01-08T03:51:00.000Z,ATM-097,13.136297,80.17248,FAILED,SYNTHETIC
WDR-0000168,CASE-00171,TXN-0001448,ACC-00831,26248,2026-01-08T03:46:00.000Z,ATM-082,10.944047,76.998697,SUCCESS,SYNTHETIC
WDR-0000169,CASE-00171,TXN-0001448,ACC-00831,30216,2026-01-08T05:14:00.000Z,ATM-036,16.551649,80.577517,SUCCESS,SYNTHETIC
