case_id,complaint_id,fraud_label,cashout_label,pattern,transaction_count,suspicious_transaction_count,transaction_frequency,transaction_velocity,amount_deviation,hop_count,unique_accounts,transfer_chain_length,amount_decay_across_hops,rapid_transfer_flag,account_activity_frequency,account_risk,new_destination_flag,destination_concentration,previous_withdrawal_count,average_withdrawal_amount,hour,day_of_week,time_since_last_transaction,time_since_first_suspicious_transaction,split,source_type
CASE-00027,CMP-100027,0,0,NORMAL,8,0,0.3333,8,13952.63,1,16,2,,0,1,LOW,1,1,0,0,3,5,0,,TRAIN,SYNTHETIC
CASE-00028,CMP-100028,1,1,PROXIMITY,11,1,0.4583,11,17543,1,22,2,0.9282,0,1,LOW,1,1,0,0,4,5,0,0,TRAIN,SYNTHETIC
CASE-00029,CMP-100029,1,1,DELAYED,9,0,0.375,9,9776.89,0,18,1,1,0,1,LOW,1,1,0,0,5,5,0,,TRAIN,SYNTHETIC
CASE-00030,CMP-100030,1,1,MULTI_CANDIDATE,10,0,0.4167,10,10357.2,0,20,1,1,0,1,MEDIUM,1,1,0,0,6,5,0,,TRAIN,SYNTHETIC
CASE-00031,CMP-100031,0,0,NORMAL,10,0,0.4167,10,12138.8,0,20,1,,0,1,LOW,1,1,0,0,7,5,0,,TRAIN,SYNTHETIC
CASE-00032,CMP-100032,1,1,MULTI_HOP,8,2,0.3333,3.84,34318.38,2,15,3,0.7517,0,1,LOW,1,1,0,0,10,5,0,66,TRAIN,SYNTHETIC
CASE-00033,CMP-100033,1,1,PROXIMITY,9,1,0.375,3.8298,11257.89,1,18,2,0.9037,0,1,HIGH,1,1,0,0,11,5,0,0,TRAIN,SYNTHETIC
CASE-00040,CMP-100040,1,1,MULTI_CANDIDATE,8,0,0.3333,8,12067,0,16,1,1,0,1,MEDIUM,1,1,0,0,16,5,0,,TRAIN,SYNTHETIC
CASE-00041,CMP-100041,0,0,NORMAL,8,0,0.3333,8,12498.38,1,16,2,,0,1,LOW,1,1,0,0,17,5,0,,TRAIN,SYNTHETIC
CASE-00042,CMP-100042,1,0,MULTI_HOP,13,3,0.5417,2.1547,21442.31,3,24,4,0.6822,0,1,LOW,1,1,0,0,0,6,0,259,TRAIN,SYNTHETIC
CASE-00043,CMP-100043,0,0,NORMAL,8,0,0.3333,8,8264.13,1,16,2,,0,1,LOW,1,1,0,0,19,5,0,,TRAIN,SYNTHETIC
CASE-00044,CMP-100044,0,0,NORMAL,8,0,0.3333,8,12048.75,0,16,1,,0,1,HIGH,1,1,0,0,20,5,0,,TRAIN,SYNTHETIC
CASE-00045,CMP-100045,0,0,NORMAL,8,0,0.3333,8,9048.38,0,16,1,,0,1,MEDIUM,1,1,0,0,21,5,0,,TRAIN,SYNTHETIC
CASE-00046,CMP-100046,0,0,NORMAL,6,0,0.25,6,11318.83,1,12,2,,0,1,LOW,1,1,0,0,22,5,0,,TRAIN,SYNTHETIC
CASE-00047,CMP-100047,1,1,MULTI_HOP,12,3,0.5,2.3762,16398.33,3,22,4,0.6346,0,1,LOW,1,1,0,0,4,6,0,166,TRAIN,SYNTHETIC
CASE-00048,CMP-100048,0,0,NORMAL,8,0,0.3333,8,9265.88,1,16,2,,0,1,LOW,1,1,0,0,0,6,0,,TRAIN,SYNTHETIC
CASE-00049,CMP-100049,1,1,DELAYED,11,1,0.4583,0.3929,15491,1,22,2,0.9343,0,1,LOW,1,1,0,0,5,0,0,0,TRAIN,SYNTHETIC
CASE-00050,CMP-100050,1,1,MULTI_CANDIDATE,7,1,0.2917,4.4211,17848.29,1,14,2,0.9081,0,1,MEDIUM,1,1,0,0,3,6,0,0,TRAIN,SYNTHETIC
CASE-00051,CMP-100051,1,1,RAPID,9,1,0.375,9,11620.89,1,18,2,0.8291,1,1,LOW,1,1,0,0,3,6,0,0,TRAIN,SYNTHETIC
CASE-00052,CMP-100052,0,0,NORMAL,6,0,0.25,6,8134.5,1,12,2,,0,1,LOW,1,1,0,0,4,6,0,,TRAIN,SYNTHETIC
CASE-00053,CMP-100053,1,1,PROXIMITY,9,1,0.375,3.1395,18890.67,1,18,2,0.863,0,1,LOW,1,1,0,0,7,6,0,0,TRAIN,SYNTHETIC
CASE-00060,CMP-100060,1,1,MULTI_CANDIDATE,7,0,0.2917,7,11989.14,0,14,1,1,0,1,MEDIUM,1,1,0,0,12,6,0,,TRAIN,SYNTHETIC
CASE-00061,CMP-100061,0,0,NORMAL,8,0,0.3333,8,10732.63,1,16,2,,0,1,LOW,1,1,0,0,13,6,0,,TRAIN,SYNTHETIC
CASE-00062,CMP-100062,0,0,NORMAL,10,0,0.4167,10,11313.3,0,20,1,,0,1,LOW,1,1,0,0,14,6,0,,TRAIN,SYNTHETIC
CASE-00063,CMP-100063,1,0,PROXIMITY,11,1,0.4583,6.1682,16544,1,22,2,0.8777,0,1,LOW,1,1,0,0,16,6,0,0,TRAIN,SYNTHETIC
CASE-00064,CMP-100064,1,1,DELAYED,8,0,0.3333,8,9482.63,0,16,1,1,0,1,LOW,1,1,0,0,16,6,0,,TRAIN,SYNTHETIC
CASE-00065,CMP-100065,0,0,NORMAL,6,0,0.25,6,14756.67,0,12,1,,0,1,MEDIUM,1,1,0,0,17,6,0,,TRAIN,SYNTHETIC
CASE-00066,CMP-100066,1,1,RAPID,7,1,0.2917,7,26809.14,1,14,2,0.938,1,1,HIGH,1,1,0,0,18,6,0,0,TRAIN,SYNTHETIC
CASE-00067,CMP-100067,0,0,NORMAL,6,0,0.25,6,9561.33,0,12,1,,0,1,LOW,1,1,0,0,19,6,0,,TRAIN,SYNTHETIC
CASE-00068,CMP-100068,0,0,NORMAL,6,0,0.25,6,10638,0,12,1,,0,1,LOW,1,1,0,0,20,6,0,,TRAIN,SYNTHETIC
CASE-00069,CMP-100069,0,0,NORMAL,6,0,0.25,6,8057,0,12,1,,0,1,LOW,1,1,0,0,21,6,0,,TRAIN,SYNTHETIC
CASE-00070,CMP-100070,1,0,MULTI_CANDIDATE,6,0,0.25,6,11564.83,0,12,1,1,0,1,MEDIUM,1,1,0,0,22,6,0,,TRAIN,SYNTHETIC
CASE-00071,CMP-100071,0,0,NORMAL,9,0,0.375,9,9244,1,18,2,,0,1,LOW,1,1,0,0,23,6,0,,TRAIN,SYNTHETIC
CASE-00072,CMP-100072,1,1,MULTI_HOP,8,2,0.3333,2.0084,26615,2,15,3,0.8214,0,1,LOW,1,1,0,0,3,0,0,146,TRAIN,SYNTHETIC
CASE-00073,CMP-100073,1,1,PROXIMITY,8,1,0.3333,5.1613,16432.13,1,16,2,0.9063,0,1,LOW,1,1,0,0,2,0,0,0,TRAIN,SYNTHETIC
CASE-00080,CMP-100080,0,0,NORMAL,7,0,0.2917,7,12134.14,0,14,1,,0,1,MEDIUM,1,1,0,0,8,0,0,,TRAIN,SYNTHETIC
CASE-00081,CMP-100081,1,1,RAPID,7,1,0.2917,7,11626.43,1,14,2,0.8538,1,1,LOW,1,1,0,0,9,0,0,0,TRAIN,SYNTHETIC
CASE-00082,CMP-100082,0,0,NORMAL,8,0,0.3333,8,11030,0,16,1,,0,1,LOW,1,1,0,0,10,0,0,,TRAIN,SYNTHETIC
CASE-00083,CMP-100083,1,1,PROXIMITY,10,1,0.4167,6,15950.1,1,20,2,0.848,0,1,LOW,1,1,0,0,12,0,0,0,TRAIN,SYNTHETIC
CASE-00084,CMP-100084,0,0,NORMAL,7,0,0.2917,7,9637.29,0,14,1,,0,1,LOW,1,1,0,0,12,0,0,,TRAIN,SYNTHETIC
CASE-00085,CMP-100085,0,0,NORMAL,10,0,0.4167,10,11485.6,1,20,2,,0,1,MEDIUM,1,1,0,0,13,0,0,,TRAIN,SYNTHETIC
CASE-00086,CMP-100086,0,0,NORMAL,10,0,0.4167,10,10213.8,0,20,1,,0,1,LOW,1,1,0,0,14,0,0,,TRAIN,SYNTHETIC
CASE-00087,CMP-100087,0,0,NORMAL,7,0,0.2917,7,12640,0,14,1,,0,1,LOW,1,1,0,0,15,0,0,,TRAIN,SYNTHETIC
CASE-00088,CMP-100088,0,0,NORMAL,7,0,0.2917,7,9920.86,0,14,1,,0,1,HIGH,1,1,0,0,16,0,0,,TRAIN,SYNTHETIC
CASE-00089,CMP-100089,1,1,DELAYED,7,0,0.2917,7,10246.29,0,14,1,1,0,1,LOW,1,1,0,0,17,0,0,,TRAIN,SYNTHETIC
CASE-00090,CMP-100090,1,1,MULTI_CANDIDATE,6,0,0.25,6,8834.17,0,12,1,1,0,1,MEDIUM,1,1,0,0,18,0,0,,TRAIN,SYNTHETIC
CASE-00091,CMP-100091,0,0,NORMAL,9,0,0.375,9,7329.78,0,18,1,,0,1,LOW,1,1,0,0,19,0,0,,TRAIN,SYNTHETIC
CASE-00092,CMP-100092,0,0,NORMAL,9,0,0.375,9,11597.78,1,18,2,,0,1,LOW,1,1,0,0,20,0,0,,TRAIN,SYNTHETIC
CASE-00093,CMP-100093,0,0,NORMAL,9,0,0.375,9,13396.11,1,18,2,,0,1,LOW,1,1,0,0,21,0,0,,TRAIN,SYNTHETIC
CASE-00100,CMP-100100,1,1,MULTI_CANDIDATE,8,0,0.3333,8,12005.5,0,16,1,1,0,1,MEDIUM,1,1,0,0,4,1,0,,TRAIN,SYNTHETIC
CASE-00101,CMP-100101,0,0,NORMAL,9,0,0.375,9,12672,1,18,2,,0,1,LOW,1,1,0,0,5,1,0,,TRAIN,SYNTHETIC
CASE-00102,CMP-100102,1,1,MULTI_HOP,11,2,0.4583,3.2512,15685.18,2,21,3,0.7638,0,1,LOW,1,1,0,0,9,1,0,143,TRAIN,SYNTHETIC
CASE-00103,CMP-100103,0,0,NORMAL,8,0,0.3333,8,8616.5,1,16,2,,0,1,LOW,1,1,0,0,7,1,0,,TRAIN,SYNTHETIC
CASE-00104,CMP-100104,0,0,NORMAL,9,0,0.375,9,10415,1,18,2,,0,1,LOW,1,1,0,0,8,1,0,,TRAIN,SYNTHETIC
CASE-00105,CMP-100105,0,0,NORMAL,9,0,0.375,9,10716.56,1,18,2,,0,1,MEDIUM,1,1,0,0,9,1,0,,TRAIN,SYNTHETIC
CASE-00106,CMP-100106,1,1,RAPID,10,1,0.4167,10,13502.7,1,20,2,0.8286,1,1,LOW,1,1,0,0,10,1,0,0,TRAIN,SYNTHETIC
CASE-00107,CMP-100107,1,1,MULTI_HOP,11,2,0.4583,5.0769,23949.64,2,21,3,0.7836,0,1,LOW,1,1,0,0,13,1,0,97,TRAIN,SYNTHETIC
CASE-00108,CMP-100108,1,1,PROXIMITY,9,1,0.375,9,13520.22,1,18,2,0.8483,0,1,LOW,1,1,0,0,12,1,0,0,TRAIN,SYNTHETIC
CASE-00109,CMP-100109,1,1,DELAYED,11,1,0.4583,0.3667,14194.18,1,22,2,0.9124,0,1,LOW,1,1,0,0,19,2,0,0,TRAIN,SYNTHETIC
CASE-00110,CMP-100110,0,0,NORMAL,9,0,0.375,9,12394.33,1,18,2,,0,1,HIGH,1,1,0,0,14,1,0,,TRAIN,SYNTHETIC
CASE-00111,CMP-100111,1,1,RAPID,10,1,0.4167,10,18058.1,1,20,2,0.9355,1,1,LOW,1,1,0,0,15,1,0,0,TRAIN,SYNTHETIC
CASE-00112,CMP-100112,0,0,NORMAL,6,0,0.25,6,8188.33,1,12,2,,0,1,LOW,1,1,0,0,16,1,0,,TRAIN,SYNTHETIC
CASE-00113,CMP-100113,0,0,NORMAL,8,0,0.3333,8,9730.63,0,16,1,,0,1,LOW,1,1,0,0,17,1,0,,TRAIN,SYNTHETIC
CASE-00120,CMP-100120,1,1,MULTI_CANDIDATE,9,0,0.375,9,6822,0,18,1,1,0,1,MEDIUM,1,1,0,0,0,2,0,,TRAIN,SYNTHETIC
CASE-00121,CMP-100121,0,0,NORMAL,8,0,0.3333,8,14684.13,0,16,1,,0,1,HIGH,1,1,0,0,1,2,0,,TRAIN,SYNTHETIC
CASE-00122,CMP-100122,1,1,MULTI_HOP,9,2,0.375,2.16,25859.44,2,17,3,0.7359,0,1,LOW,1,1,0,0,6,2,0,130,TRAIN,SYNTHETIC
CASE-00123,CMP-100123,0,0,NORMAL,9,0,0.375,9,13248.56,1,18,2,,0,1,LOW,1,1,0,0,3,2,0,,TRAIN,SYNTHETIC
CASE-00124,CMP-100124,0,0,NORMAL,7,0,0.2917,7,12837.43,1,14,2,,0,1,LOW,1,1,0,0,4,2,0,,TRAIN,SYNTHETIC
CASE-00125,CMP-100125,1,0,MULTI_CANDIDATE,6,0,0.25,6,10219.83,0,12,1,1,0,1,MEDIUM,1,1,0,0,5,2,0,,TRAIN,SYNTHETIC
CASE-00126,CMP-100126,1,1,RAPID,9,1,0.375,9,13020.78,1,18,2,0.909,1,1,LOW,1,1,0,0,6,2,0,0,TRAIN,SYNTHETIC
CASE-00127,CMP-100127,0,0,NORMAL,6,0,0.25,6,14849.17,0,12,1,,0,1,LOW,1,1,0,0,7,2,0,,TRAIN,SYNTHETIC
CASE-00128,CMP-100128,0,0,NORMAL,10,0,0.4167,10,9867,1,20,2,,0,1,LOW,1,1,0,0,8,2,0,,TRAIN,SYNTHETIC
CASE-00129,CMP-100129,1,1,DELAYED,11,1,0.4583,0.5,14742.36,1,22,2,0.8352,0,1,LOW,1,1,0,0,7,3,0,0,TRAIN,SYNTHETIC
CASE-00130,CMP-100130,1,1,MULTI_CANDIDATE,9,0,0.375,9,13143.67,0,18,1,1,0,1,MEDIUM,1,1,0,0,10,2,0,,TRAIN,SYNTHETIC
CASE-00131,CMP-100131,0,0,NORMAL,10,0,0.4167,10,13585.7,0,20,1,,0,1,LOW,1,1,0,0,11,2,0,,TRAIN,SYNTHETIC
CASE-00132,CMP-100132,1,1,MULTI_HOP,10,2,0.4167,3.4286,16718.4,2,19,3,0.753,0,1,HIGH,1,1,0,0,14,2,0,89,TRAIN,SYNTHETIC
CASE-00133,CMP-100133,0,0,NORMAL,7,0,0.2917,7,9556.86,1,14,2,,0,1,LOW,1,1,0,0,13,2,0,,TRAIN,SYNTHETIC
CASE-00140,CMP-100140,1,1,MULTI_CANDIDATE,10,0,0.4167,10,7687.2,0,20,1,1,0,1,MEDIUM,1,1,0,0,20,2,0,,TRAIN,SYNTHETIC
CASE-00141,CMP-100141,1,1,RAPID,10,1,0.4167,10,19381.7,1,20,2,0.9072,1,1,LOW,1,1,0,0,21,2,0,0,TRAIN,SYNTHETIC
CASE-00142,CMP-100142,0,0,NORMAL,7,0,0.2917,7,11721.14,1,14,2,,0,1,LOW,1,1,0,0,22,2,0,,TRAIN,SYNTHETIC
CASE-00143,CMP-100143,0,0,NORMAL,8,0,0.3333,8,8849.63,0,16,1,,0,1,HIGH,1,1,0,0,23,2,0,,TRAIN,SYNTHETIC
CASE-00144,CMP-100144,0,0,NORMAL,10,0,0.4167,10,11878.3,0,20,1,,0,1,LOW,1,1,0,0,0,3,0,,TRAIN,SYNTHETIC
CASE-00145,CMP-100145,0,0,NORMAL,8,0,0.3333,8,11148.75,0,16,1,,0,1,MEDIUM,1,1,0,0,1,3,0,,TRAIN,SYNTHETIC
CASE-00146,CMP-100146,0,0,NORMAL,10,0,0.4167,10,11178.9,0,20,1,,0,1,LOW,1,1,0,0,2,3,0,,TRAIN,SYNTHETIC
CASE-00147,CMP-100147,1,1,MULTI_HOP,11,3,0.4583,2.9333,23219.91,3,20,4,0.7724,0,1,LOW,1,1,0,0,6,3,0,102,TRAIN,SYNTHETIC
CASE-00148,CMP-100148,0,0,NORMAL,6,0,0.25,6,13814,0,12,1,,0,1,LOW,1,1,0,0,4,3,0,,TRAIN,SYNTHETIC
CASE-00149,CMP-100149,0,0,NORMAL,6,0,0.25,6,7846.17,0,12,1,,0,1,LOW,1,1,0,0,5,3,0,,TRAIN,SYNTHETIC
CASE-00150,CMP-100150,0,0,NORMAL,10,0,0.4167,10,13075.6,1,20,2,,0,1,MEDIUM,1,1,0,0,6,3,0,,TRAIN,SYNTHETIC
CASE-00151,CMP-100151,0,0,NORMAL,7,0,0.2917,7,10037.14,1,14,2,,0,1,LOW,1,1,0,0,7,3,0,,TRAIN,SYNTHETIC
CASE-00152,CMP-100152,0,0,NORMAL,6,0,0.25,6,12084.17,0,12,1,,0,1,LOW,1,1,0,0,8,3,0,,TRAIN,SYNTHETIC
CASE-00153,CMP-100153,1,1,PROXIMITY,11,1,0.4583,11,17085.55,1,22,2,0.8246,0,1,LOW,1,1,0,0,9,3,0,0,TRAIN,SYNTHETIC
CASE-00160,CMP-100160,1,1,MULTI_CANDIDATE,8,1,0.3333,3.2877,19804.25,1,16,2,0.8209,0,1,MEDIUM,1,1,0,0,18,3,0,0,TRAIN,SYNTHETIC
CASE-00161,CMP-100161,0,0,NORMAL,8,0,0.3333,8,13692.13,1,16,2,,0,1,LOW,1,1,0,0,17,3,0,,TRAIN,SYNTHETIC
CASE-00162,CMP-100162,0,0,NORMAL,7,0,0.2917,7,9857.29,1,14,2,,0,1,LOW,1,1,0,0,18,3,0,,TRAIN,SYNTHETIC
CASE-00163,CMP-100163,0,0,NORMAL,8,0,0.3333,8,12040.13,0,16,1,,0,1,LOW,1,1,0,0,19,3,0,,TRAIN,SYNTHETIC
CASE-00164,CMP-100164,1,1,DELAYED,7,0,0.2917,7,15168,0,14,1,1,0,1,LOW,1,1,0,0,20,3,0,,TRAIN,SYNTHETIC
CASE-00165,CMP-100165,1,1,MULTI_CANDIDATE,9,1,0.375,9,11168.22,1,18,2,0.9229,0,1,HIGH,1,1,0,0,21,3,0,0,TRAIN,SYNTHETIC
CASE-00166,CMP-100166,1,1,RAPID,10,1,0.4167,10,10467.5,1,20,2,0.8907,1,1,LOW,1,1,0,0,22,3,0,0,TRAIN,SYNTHETIC
CASE-00167,CMP-100167,1,1,MULTI_HOP,12,3,0.5,2.3377,20678.75,3,22,4,0.7443,0,1,LOW,1,1,0,0,4,4,0,268,TRAIN,SYNTHETIC
CASE-00168,CMP-100168,1,1,PROXIMITY,10,1,0.4167,3.3333,15625.7,1,20,2,0.9161,0,1,LOW,1,1,0,0,3,4,0,0,TRAIN,SYNTHETIC
CASE-00169,CMP-100169,0,0,NORMAL,10,0,0.4167,10,15976.9,0,20,1,,0,1,LOW,1,1,0,0,1,4,0,,TRAIN,SYNTHETIC
CASE-00170,CMP-100170,0,0,NORMAL,8,0,0.3333,8,11883.38,1,16,2,,0,1,MEDIUM,1,1,0,0,2,4,0,,TRAIN,SYNTHETIC
CASE-00171,CMP-100171,1,1,RAPID,10,1,0.4167,10,16596.7,1,20,2,0.8326,1,1,LOW,1,1,0,0,3,4,0,0,TRAIN,SYNTHETIC
CASE-00172,CMP-100172,0,0,NORMAL,10,0,0.4167,10,14812.1,0,20,1,,0,1,LOW,1,1,0,0,4,4,0,,TRAIN,SYNTHETIC
CASE-00173,CMP-100173,0,0,NORMAL,8,0,0.3333,8,14123.63,0,16,1,,0,1,LOW,1,1,0,0,5,4,0,,TRAIN,SYNTHETIC
CASE-00180,CMP-100180,0,0,NORMAL,6,0,0.25,6,11464.17,1,12,2,,0,1,MEDIUM,1,1,0,0,12,4,0,,TRAIN,SYNTHETIC
CASE-00181,CMP-100181,1,0,RAPID,9,1,0.375,9,21369,1,18,2,0.8429,1,1,LOW,1,1,0,0,13,4,0,0,TRAIN,SYNTHETIC
CASE-00182,CMP-100182,0,0,NORMAL,9,0,0.375,9,11547.11,0,18,1,,0,1,LOW,1,1,0,0,14,4,0,,TRAIN,SYNTHETIC
CASE-00183,CMP-100183,0,0,NORMAL,10,0,0.4167,10,10169.4,1,20,2,,0,1,LOW,1,1,0,0,15,4,0,,TRAIN,SYNTHETIC
CASE-00184,CMP-100184,0,0,NORMAL,9,0,0.375,9,13079.67,0,18,1,,0,1,LOW,1,1,0,0,16,4,0,,TRAIN,SYNTHETIC
CASE-00185,CMP-100185,0,0,NORMAL,9,0,0.375,9,11458.44,0,18,1,,0,1,MEDIUM,1,1,0,0,17,4,0,,TRAIN,SYNTHETIC
CASE-00186,CMP-100186,0,0,NORMAL,8,0,0.3333,8,11965.25,1,16,2,,0,1,LOW,1,1,0,0,18,4,0,,TRAIN,SYNTHETIC
CASE-00187,CMP-100187,0,0,NORMAL,9,0,0.375,9,13521.89,0,18,1,,0,1,HIGH,1,1,0,0,19,4,0,,TRAIN,SYNTHETIC
CASE-00188,CMP-100188,1,1,PROXIMITY,10,1,0.4167,3.5503,14274.1,1,20,2,0.8741,0,1,LOW,1,1,0,0,22,4,0,0,TRAIN,SYNTHETIC
CASE-00189,CMP-100189,1,1,DELAYED,9,1,0.375,0.3462,11412.11,1,18,2,0.8866,0,1,LOW,1,1,0,0,23,5,0,0,TRAIN,SYNTHETIC
CASE-00190,CMP-100190,0,0,NORMAL,9,0,0.375,9,13719.22,0,18,1,,0,1,MEDIUM,1,1,0,0,22,4,0,,TRAIN,SYNTHETIC
CASE-00191,CMP-100191,1,1,RAPID,8,1,0.3333,8,13916.75,1,16,2,0.8334,1,1,LOW,1,1,0,0,23,4,0,0,TRAIN,SYNTHETIC
CASE-00192,CMP-100192,1,0,MULTI_HOP,12,3,0.5,1.8557,17103.25,3,22,4,0.7224,0,1,LOW,1,1,0,0,6,5,0,303,TRAIN,SYNTHETIC
CASE-00193,CMP-100193,0,0,NORMAL,9,0,0.375,9,13727.78,1,18,2,,0,1,LOW,1,1,0,0,1,5,0,,TRAIN,SYNTHETIC
CASE-00200,CMP-100200,1,1,MULTI_CANDIDATE,10,1,0.4167,4.1667,13855.8,1,20,2,0.8377,0,1,MEDIUM,1,1,0,0,10,5,0,0,TRAIN,SYNTHETIC
CASE-00201,CMP-100201,1,1,RAPID,8,1,0.3333,8,15589.63,1,16,2,0.8801,1,1,LOW,1,1,0,0,9,5,0,0,TRAIN,SYNTHETIC
CASE-00202,CMP-100202,1,1,MULTI_HOP,9,2,0.375,6.3529,13493.11,2,17,3,0.7603,0,1,LOW,1,1,0,0,11,5,0,39,TRAIN,SYNTHETIC
CASE-00203,CMP-100203,1,1,PROXIMITY,7,1,0.2917,3.6842,24736.71,1,14,2,0.9215,0,1,LOW,1,1,0,0,12,5,0,0,TRAIN,SYNTHETIC
CASE-00204,CMP-100204,1,1,DELAYED,8,0,0.3333,8,12573.5,0,16,1,1,0,1,LOW,1,1,0,0,12,5,0,,TRAIN,SYNTHETIC
CASE-00205,CMP-100205,0,0,NORMAL,8,0,0.3333,8,9307.25,0,16,1,,0,1,MEDIUM,1,1,0,0,13,5,0,,TRAIN,SYNTHETIC
CASE-00206,CMP-100206,0,0,NORMAL,7,0,0.2917,7,11599.29,0,14,1,,0,1,LOW,1,1,0,0,14,5,0,,TRAIN,SYNTHETIC
CASE-00207,CMP-100207,0,0,NORMAL,6,0,0.25,6,9439.67,1,12,2,,0,1,LOW,1,1,0,0,15,5,0,,TRAIN,SYNTHETIC
CASE-00208,CMP-100208,0,0,NORMAL,7,0,0.2917,7,9135.43,0,14,1,,0,1,LOW,1,1,0,0,16,5,0,,TRAIN,SYNTHETIC
CASE-00209,CMP-100209,0,0,NORMAL,8,0,0.3333,8,11260,0,16,1,,0,1,HIGH,1,1,0,0,17,5,0,,TRAIN,SYNTHETIC
CASE-00210,CMP-100210,1,1,MULTI_CANDIDATE,9,0,0.375,9,14517.33,0,18,1,1,0,1,MEDIUM,1,1,0,0,18,5,0,,TRAIN,SYNTHETIC
CASE-00211,CMP-100211,1,1,RAPID,7,1,0.2917,7,13145.71,1,14,2,0.9046,1,1,LOW,1,1,0,0,19,5,0,0,TRAIN,SYNTHETIC
CASE-00212,CMP-100212,0,0,NORMAL,9,0,0.375,9,9807,1,18,2,,0,1,LOW,1,1,0,0,20,5,0,,TRAIN,SYNTHETIC
CASE-00213,CMP-100213,1,1,PROXIMITY,7,1,0.2917,7,18205.43,1,14,2,0.8608,0,1,LOW,1,1,0,0,21,5,0,0,TRAIN,SYNTHETIC
